"cable_style","nc","cc","xa","ne","xae","od","br","wght","ct","core_con","mt"
C1,4,c,"0.5",0,0.00,6.300,19.00,47,p,,1301
C1,4,c,"0.75",0,0.00,6.700,20.20,57,p,,1301
C1,4,c,"1",0,0.00,7.100,21.40,66,p,,1301
C1,4,c,"1.5",0,0.00,7.800,23.30,86,p,,1301
C1,4,c,"2.5",0,0.00,9.100,27.20,129,p,,1301
C1,4,c,"4",0,0.00,10.300,30.90,185,p,,1301
C1,5,c,"0.5",0,0.00,6.800,20.50,55,p,,1301
C1,5,c,"0.75",0,0.00,7.300,22.00,67,p,,1301
C1,5,c,"1",0,0.00,7.800,23.30,80,p,,1301
C1,5,c,"1.5",0,0.00,8.700,26.00,107,p,,1301
C1,5,c,"2.5",0,0.00,9.900,29.70,155,p,,1301
C1,5,c,"4",0,0.00,11.500,34.60,230,p,,1301
C1,6,c,"0.5",0,0.00,7.400,22.30,63,p,,1301
C1,6,c,"0.75",0,0.00,8.000,23.90,78,p,,1301
C1,6,c,"1",0,0.00,8.400,25.10,92,p,,1301
C1,6,c,"1.5",0,0.00,9.400,28.20,124,p,,1301
C1,6,c,"2.5",0,0.00,10.800,32.40,183,p,,1301
C1,6,c,"4",0,0.00,12.500,37.60,270,p,,1301
C1,7,c,"0.5",0,0.00,7.400,22.30,69,p,,1301
C1,7,c,"0.75",0,0.00,8.000,23.90,86,p,,1301
C1,7,c,"1",0,0.00,8.400,25.10,102,p,,1301
C1,7,c,"1.5",0,0.00,9.400,28.20,139,p,,1301
C1,7,c,"2.5",0,0.00,10.800,32.40,205,p,,1301
C1,7,c,"4",0,0.00,12.500,37.60,305,p,,1301
C1,10,c,"0.5",0,0.00,9.300,27.80,98,p,,1301
C1,10,c,"0.75",0,0.00,10.000,30.00,122,p,,1301
C1,10,c,"1",0,0.00,10.600,31.80,146,p,,1301
C1,10,c,"1.5",0,0.00,11.800,35.50,197,p,,1301
C1,10,c,"2.5",0,0.00,13.700,41.00,293,p,,1301
C1,10,c,"4",0,0.00,15.900,47.70,436,p,,1301
C1,12,c,"0.5",0,0.00,9.700,29.10,112,p,,1301
C1,12,c,"0.75",0,0.00,10.400,31.20,141,p,,1301
C1,12,c,"1",0,0.00,11.000,33.00,168,p,,1301
C1,12,c,"1.5",0,0.00,12.300,37.00,227,p,,1301
C1,12,c,"2.5",0,0.00,14.400,43.10,348,p,,1301
C1,12,c,"4",0,0.00,16.500,49.60,510,p,,1301
C1,14,c,"0.5",0,0.00,10.100,30.30,126,p,,1301
C1,14,c,"0.75",0,0.00,10.900,32.70,159,p,,1301
C1,14,c,"1",0,0.00,11.700,35.20,196,p,,1301
C1,14,c,"1.5",0,0.00,13.000,38.90,259,p,,1301
C1,14,c,"2.5",0,0.00,15.100,45.30,397,p,,1301
C1,14,c,"4",0,0.00,17.600,52.90,593,p,,1301
C1,16,c,"0.5",0,0.00,10.600,31.80,141,p,,1301
C1,16,c,"0.75",0,0.00,11.600,34.90,183,p,,1301
C1,16,c,"1",0,0.00,12.400,37.30,219,p,,1301
C1,16,c,"1.5",0,0.00,13.700,41.00,292,p,,1301
C1,16,c,"2.5",0,0.00,16.000,48.00,448,p,,1301
C1,16,c,"4",0,0.00,18.700,56.00,670,p,,1301
C1,19,c,"0.5",0,0.00,11.100,33.40,161,p,,1301
C1,19,c,"0.75",0,0.00,12.200,36.70,210,p,,1301
C1,19,c,"1",0,0.00,13.100,39.20,253,p,,1301
C1,19,c,"1.5",0,0.00,14.600,43.80,344,p,,1301
C1,19,c,"2.5",0,0.00,17.000,51.10,528,p,,1301
C1,19,c,"4",0,0.00,19.800,59.40,791,p,,1301
C1,21,c,"0.5",0,0.00,11.900,35.80,181,p,,1301
C1,21,c,"0.75",0,0.00,13.000,38.90,230,p,,1301
C1,21,c,"1",0,0.00,13.800,41.30,277,p,,1301
C1,21,c,"1.5",0,0.00,15.400,46.20,377,p,,1301
C1,21,c,"2.5",0,0.00,18.100,54.20,580,p,,1301
C1,27,c,"0.5",0,0.00,13.400,40.10,224,p,,1301
C1,27,c,"0.75",0,0.00,14.700,44.10,293,p,,1301
C1,27,c,"1",0,0.00,15.700,47.10,354,p,,1301
C1,27,c,"1.5",0,0.00,17.400,52.30,480,p,,1301
C1,27,c,"2.5",0,0.00,20.500,61.50,741,p,,1301
C1,30,c,"0.5",0,0.00,13.900,41.60,245,p,,1301
C1,30,c,"0.75",0,0.00,15.200,45.60,319,p,,1301
C1,30,c,"1",0,0.00,16.200,48.70,388,p,,1301
C1,30,c,"1.5",0,0.00,18.100,54.20,527,p,,1301
C1,30,c,"2.5",0,0.00,21.200,63.60,814,p,,1301
C1,33,c,"0.5",0,0.00,14.600,43.80,271,p,,1301
C1,33,c,"0.75",0,0.00,15.800,47.40,348,p,,1301
C1,33,c,"1",0,0.00,17.000,51.10,428,p,,1301
C1,33,c,"1.5",0,0.00,18.800,56.30,574,p,,1301
C1,33,c,"2.5",0,0.00,22.000,66.10,888,p,,1301
C1,37,c,"0.5",0,0.00,15.100,45.30,299,p,,1301
C1,37,c,"0.75",0,0.00,16.300,49.00,383,p,,1301
C1,37,c,"1",0,0.00,17.600,52.90,473,p,,1301
C1,37,c,"1.5",0,0.00,19.700,59.10,644,p,,1301
C1,37,c,"2.5",0,0.00,23.100,69.20,996,p,,1301
C1,40,c,"0.5",0,0.00,15.700,47.10,320,p,,1301
C1,40,c,"0.75",0,0.00,17.300,52.00,419,p,,1301
C1,40,c,"1",0,0.00,18.500,55.40,508,p,,1301
C1,40,c,"1.5",0,0.00,20.500,61.50,692,p,,1301
C1,40,c,"2.5",0,0.00,24.200,72.50,1071,p,,1301
C1,52,c,"0.5",0,0.00,17.200,51.70,407,p,,1301
C1,52,c,"0.75",0,0.00,18.800,56.30,524,p,,1301
C1,52,c,"1",0,0.00,20.200,60.60,648,p,,1301
C1,52,c,"1.5",0,0.00,22.500,67.60,884,p,,1301
C1,52,c,"2.5",0,0.00,26.400,79.30,1372,p,,1301
C1,61,c,"0.5",0,0.00,18.700,56.00,469,p,,1301
C1,61,c,"0.75",0,0.00,20.400,61.20,615,p,,1301
C1,61,c,"1",0,0.00,21.800,65.50,751,p,,1301
C1,61,c,"1.5",0,0.00,24.400,73.10,1025,p,,1301
C1,67,c,"0.5",0,0.00,19.700,59.10,519,p,,1301
C1,67,c,"0.75",0,0.00,21.400,64.30,670,p,,1301
C1,67,c,"1",0,0.00,23.100,69.20,828,p,,1301
C1,67,c,"1.5",0,0.00,25.700,77.10,1130,p,,1301
C1,80,c,"0.5",0,0.00,21.100,63.30,606,p,,1301
C1,80,c,"0.75",0,0.00,23.200,69.50,796,p,,1301
C1,80,c,"1",0,0.00,24.800,74.40,972,p,,1301
C1,80,c,"1.5",0,0.00,27.600,82.90,1329,p,,1301
C1,100,c,"0.5",0,0.00,23.600,70.70,751,p,,1301
C1,100,c,"0.75",0,0.00,25.800,77.40,985,p,,1301
C1,100,c,"1",0,0.00,27.500,82.60,1205,p,,1301
C1,100,c,"1.5",0,0.00,30.900,92.70,1663,p,,1301
C2,2,c,"0.5",0,0.00,6.700,26.90,56,p,,1301
C2,2,c,"0.75",0,0.00,7.100,28.60,64,p,,1301
C2,2,c,"1",0,0.00,7.400,29.80,70,p,,1301
C2,2,c,"1.5",0,0.00,8.000,31.80,84,p,,1301
C2,2,c,"2.5",0,0.00,9.100,36.30,113,p,,1301
C2,3,c,"0.5",0,0.00,7.000,28.20,64,p,,1301
C2,3,c,"0.75",0,0.00,7.400,29.80,74,p,,1301
C2,3,c,"1",0,0.00,7.800,31.00,84,p,,1301
C2,3,c,"1.5",0,0.00,8.300,33.00,101,p,,1301
C2,3,c,"2.5",0,0.00,9.500,37.90,141,p,,1301
C2,4,c,"0.5",0,0.00,7.400,29.80,74,p,,1301
C2,4,c,"0.75",0,0.00,7.900,31.40,88,p,,1301
C2,4,c,"1",0,0.00,8.300,33.00,99,p,,1301
C2,4,c,"1.5",0,0.00,9.100,36.30,124,p,,1301
C2,4,c,"2.5",0,0.00,10.200,40.80,170,p,,1301
C2,5,c,"0.5",0,0.00,8.000,31.80,86,p,,1301
C2,5,c,"0.75",0,0.00,8.700,34.70,104,p,,1301
C2,5,c,"1",0,0.00,9.100,36.30,119,p,,1301
C2,5,c,"1.5",0,0.00,9.800,39.20,146,p,,1301
C2,5,c,"2.5",0,0.00,11.000,44.10,201,p,,1301
C2,6,c,"0.5",0,0.00,8.800,35.10,101,p,,1301
C2,6,c,"0.75",0,0.00,9.300,37.10,118,p,,1301
C2,6,c,"1",0,0.00,9.700,38.80,136,p,,1301
C2,6,c,"1.5",0,0.00,10.500,42.00,167,p,,1301
C2,6,c,"2.5",0,0.00,12.100,48.60,238,p,,1301
C2,7,c,"0.5",0,0.00,8.800,35.10,106,p,,1301
C2,7,c,"0.75",0,0.00,9.300,37.10,126,p,,1301
C2,7,c,"1",0,0.00,9.700,38.80,145,p,,1301
C2,7,c,"1.5",0,0.00,10.500,42.00,182,p,,1301
C2,7,c,"2.5",0,0.00,12.100,48.60,260,p,,1301
C2,10,c,"0.5",0,0.00,10.400,41.60,141,p,,1301
C2,10,c,"0.75",0,0.00,11.100,44.50,169,p,,1301
C2,10,c,"1",0,0.00,11.900,47.70,201,p,,1301
C2,10,c,"1.5",0,0.00,13.000,51.80,252,p,,1301
C2,10,c,"2.5",0,0.00,15.000,60.00,363,p,,1301
C2,12,c,"0.5",0,0.00,10.800,43.20,156,p,,1301
C2,12,c,"0.75",0,0.00,11.700,46.90,194,p,,1301
C2,12,c,"1",0,0.00,12.300,49.40,225,p,,1301
C2,12,c,"1.5",0,0.00,13.500,53.90,286,p,,1301
C2,12,c,"2.5",0,0.00,15.500,62.00,415,p,,1301
C2,14,c,"0.5",0,0.00,11.200,44.90,172,p,,1301
C2,14,c,"0.75",0,0.00,12.200,49.00,215,p,,1301
C2,14,c,"1",0,0.00,12.900,51.40,251,p,,1301
C2,14,c,"1.5",0,0.00,14.300,57.10,326,p,,1301
C2,14,c,"2.5",0,0.00,16.200,64.90,468,p,,1301
C2,16,c,"0.5",0,0.00,11.900,47.70,195,p,,1301
C2,16,c,"0.75",0,0.00,12.800,51.00,189,p,,1301
C2,16,c,"1",0,0.00,13.600,54.30,277,p,,1301
C2,16,c,"1.5",0,0.00,15.000,60.00,362,p,,1301
C2,16,c,"2.5",0,0.00,17.300,69.40,530,p,,1301
C2,19,c,"0.5",0,0.00,12.400,49.80,218,p,,1301
C2,19,c,"0.75",0,0.00,13.400,53.40,267,p,,1301
C2,19,c,"1",0,0.00,14.400,57.50,320,p,,1301
C2,19,c,"1.5",0,0.00,15.700,62.80,412,p,,1301
C2,19,c,"2.5",0,0.00,18.200,72.60,609,p,,1301
C2,21,c,"0.5",0,0.00,13.100,52.20,237,p,,1301
C2,21,c,"0.75",0,0.00,14.300,57.10,242,p,,1301
C2,21,c,"1",0,0.00,15.100,60.40,349,p,,1301
C2,21,c,"1.5",0,0.00,16.500,66.10,450,p,,1301
C2,21,c,"2.5",0,0.00,19.200,76.70,666,p,,1301
C2,27,c,"0.5",0,0.00,14.700,58.80,294,p,,1301
C2,27,c,"0.75",0,0.00,15.800,63.20,362,p,,1301
C2,27,c,"1",0,0.00,17.000,68.10,436,p,,1301
C2,27,c,"1.5",0,0.00,18.600,74.30,563,p,,1301
C2,27,c,"2.5",0,0.00,21.600,86.50,838,p,,1301
C2,30,c,"0.5",0,0.00,15.200,60.80,316,p,,1301
C2,30,c,"0.75",0,0.00,16.300,65.30,392,p,,1301
C2,30,c,"1",0,0.00,17.500,70.20,471,p,,1301
C2,30,c,"1.5",0,0.00,19.200,76.70,613,p,,1301
C2,30,c,"2.5",0,0.00,22.500,90.20,924,p,,1301
C2,33,c,"0.5",0,0.00,15.700,62.80,340,p,,1301
C2,33,c,"0.75",0,0.00,17.100,68.50,429,p,,1301
C2,33,c,"1",0,0.00,18.200,72.60,509,p,,1301
C2,33,c,"1.5",0,0.00,20.100,80.40,672,p,,1301
C2,33,c,"2.5",0,0.00,23.400,93.40,1004,p,,1301
C2,37,c,"0.5",0,0.00,16.200,64.90,369,p,,1301
C2,37,c,"0.75",0,0.00,17.600,70.60,468,p,,1301
C2,37,c,"1",0,0.00,18.800,75.10,557,p,,1301
C2,37,c,"1.5",0,0.00,20.800,83.20,737,p,,1301
C2,37,c,"2.5",0,0.00,24.200,96.70,1106,p,,1301
C2,40,c,"0.5",0,0.00,17.100,68.50,402,p,,1301
C2,40,c,"0.75",0,0.00,18.500,73.80,501,p,,1301
C2,40,c,"1",0,0.00,19.800,79.20,604,p,,1301
C2,40,c,"1.5",0,0.00,21.600,86.50,788,p,,1301
C2,40,c,"2.5",0,0.00,25.500,102.00,1197,p,,1301
C2,52,c,"0.5",0,0.00,18.400,73.40,489,p,,1301
C2,52,c,"0.75",0,0.00,20.100,80.40,622,p,,1301
C2,52,c,"1",0,0.00,21.300,85.30,744,p,,1301
C2,52,c,"1.5",0,0.00,23.700,94.70,991,p,,1301
C2,52,c,"2.5",0,0.00,27.500,110.20,1498,p,,1301
C2,61,c,"0.5",0,0.00,20.000,80.00,566,p,,1301
C2,61,c,"0.75",0,0.00,21.500,86.10,713,p,,1301
C2,61,c,"1",0,0.00,23.200,92.60,865,p,,1301
C2,61,c,"1.5",0,0.00,25.700,102.80,1153,p,,1301
C2,67,c,"0.5",0,0.00,20.800,83.20,612,p,,1301
C2,67,c,"0.75",0,0.00,22.700,91.00,782,p,,1301
C2,67,c,"1",0,0.00,24.200,96.70,938,p,,1301
C2,67,c,"1.5",0,0.00,26.800,107.30,1254,p,,1301
C2,80,c,"0.5",0,0.00,22.400,89.80,716,p,,1301
C2,80,c,"0.75",0,0.00,24.300,97.10,906,p,,1301
C2,80,c,"1",0,0.00,26.100,104.40,1102,p,,1301
C2,80,c,"1.5",0,0.00,29.000,115.90,1475,p,,1301
C2,100,c,"0.5",0,0.00,24.700,98.70,863,p,,1301
C2,100,c,"0.75",0,0.00,26.900,107.70,1109,p,,1301
C2,100,c,"1",0,0.00,28.900,115.50,1349,p,,1301
C2,100,c,"1.5",0,0.00,32.000,128.10,1812,p,,1301
C3,2,c,"0.5",0,0.00,9.800,58.80,163,p,,1301
C3,2,c,"0.75",0,0.00,10.300,61.80,183,p,,1301
C3,2,c,"1",0,0.00,10.600,63.60,198,p,,1301
C3,2,c,"1.5",0,0.00,11.100,66.70,219,p,,1301
C3,2,c,"2.5",0,0.00,12.200,73.40,263,p,,1301
C3,2,c,"4",0,0.00,13.600,81.40,319,p,,1301
C3,3,c,"0.5",0,0.00,10.000,60.00,176,p,,1301
C3,3,c,"0.75",0,0.00,10.600,63.60,202,p,,1301
C3,3,c,"1",0,0.00,10.900,65.50,215,p,,1301
C3,3,c,"1.5",0,0.00,11.700,70.40,246,p,,1301
C3,3,c,"2.5",0,0.00,12.600,75.90,294,p,,1301
C3,3,c,"4",0,0.00,14.200,85.10,374,p,,1301
C3,4,c,"0.5",0,0.00,10.700,64.30,202,p,,1301
C3,4,c,"0.75",0,0.00,11.100,66.70,218,p,,1301
C3,4,c,"1",0,0.00,11.700,70.40,244,p,,1301
C3,4,c,"1.5",0,0.00,12.300,74.10,274,p,,1301
C3,4,c,"2.5",0,0.00,13.600,81.40,345,p,,1301
C3,4,c,"4",0,0.00,15.100,90.60,430,p,,1301
C3,5,c,"0.5",0,0.00,11.200,67.30,221,p,,1301
C3,5,c,"0.75",0,0.00,11.900,71.60,246,p,,1301
C3,5,c,"1",0,0.00,12.300,74.10,268,p,,1301
C3,5,c,"1.5",0,0.00,13.300,79.60,313,p,,1301
C3,5,c,"2.5",0,0.00,14.700,88.10,396,p,,1301
C3,5,c,"4",0,0.00,16.200,97.30,504,p,,1301
C3,6,c,"0.5",0,0.00,11.900,71.60,246,p,,1301
C3,6,c,"0.75",0,0.00,12.400,74.70,271,p,,1301
C3,6,c,"1",0,0.00,13.000,77.70,293,p,,1301
C3,6,c,"1.5",0,0.00,14.000,83.80,347,p,,1301
C3,6,c,"2.5",0,0.00,15.500,93.00,440,p,,1301
C3,6,c,"4",0,0.00,17.400,104.70,570,p,,1301
C3,7,c,"0.5",0,0.00,11.900,71.60,252,p,,1301
C3,7,c,"0.75",0,0.00,12.400,74.70,279,p,,1301
C3,7,c,"1",0,0.00,13.000,77.70,303,p,,1301
C3,7,c,"1.5",0,0.00,14.000,83.80,361,p,,1301
C3,7,c,"2.5",0,0.00,15.500,93.00,462,p,,1301
C3,7,c,"4",0,0.00,17.400,104.70,606,p,,1301
C3,10,c,"0.5",0,0.00,13.900,83.20,320,p,,1301
C3,10,c,"0.75",0,0.00,14.800,88.70,363,p,,1301
C3,10,c,"1",0,0.00,15.400,92.40,399,p,,1301
C3,10,c,"1.5",0,0.00,16.600,99.80,477,p,,1301
C3,10,c,"2.5",0,0.00,18.600,111.40,621,p,,1301
C3,10,c,"4",0,0.00,22.000,132.20,980,p,,1301
C3,12,c,"0.5",0,0.00,14.400,86.30,346,p,,1301
C3,12,c,"0.75",0,0.00,15.100,90.60,392,p,,1301
C3,12,c,"1",0,0.00,15.800,94.90,431,p,,1301
C3,12,c,"1.5",0,0.00,17.200,103.40,526,p,,1301
C3,12,c,"2.5",0,0.00,19.400,116.30,689,p,,1301
C3,12,c,"4",0,0.00,23.600,141.40,1219,p,,1301
C3,14,c,"0.5",0,0.00,14.800,88.70,371,p,,1301
C3,14,c,"0.75",0,0.00,15.600,93.60,417,p,,1301
C3,14,c,"1",0,0.00,16.500,99.10,476,p,,1301
C3,14,c,"1.5",0,0.00,17.900,107.10,570,p,,1301
C3,14,c,"2.5",0,0.00,20.300,121.80,764,p,,1301
C3,14,c,"4",0,0.00,24.600,147.50,1343,p,,1301
C3,16,c,"0.5",0,0.00,15.400,92.40,393,p,,1301
C3,16,c,"0.75",0,0.00,16.400,98.50,458,p,,1301
C3,16,c,"1",0,0.00,17.300,104.00,519,p,,1301
C3,16,c,"1.5",0,0.00,18.600,111.40,619,p,,1301
C3,16,c,"2.5",0,0.00,22.000,132.20,993,p,,1301
C3,16,c,"4",0,0.00,25.800,154.80,1472,p,,1301
C3,19,c,"0.5",0,0.00,15.900,95.50,424,p,,1301
C3,19,c,"0.75",0,0.00,17.200,103.40,505,p,,1301
C3,19,c,"1",0,0.00,18.000,107.70,565,p,,1301
C3,19,c,"1.5",0,0.00,19.700,118.10,699,p,,1301
C3,19,c,"2.5",0,0.00,23.400,140.10,1112,p,,1301
C3,19,c,"4",0,0.00,27.000,162.20,1636,p,,1301
C3,21,c,"0.5",0,0.00,16.700,100.40,462,p,,1301
C3,21,c,"0.75",0,0.00,17.900,107.10,541,p,,1301
C3,21,c,"1",0,0.00,18.800,112.60,606,p,,1301
C3,21,c,"1.5",0,0.00,21.400,128.50,909,p,,1301
C3,21,c,"2.5",0,0.00,24.300,145.70,1202,p,,1301
C3,27,c,"0.5",0,0.00,18.400,110.20,547,p,,1301
C3,27,c,"0.75",0,0.00,19.900,119.30,649,p,,1301
C3,27,c,"1",0,0.00,21.700,130.40,887,p,,1301
C3,27,c,"1.5",0,0.00,23.800,142.60,1088,p,,1301
C3,27,c,"2.5",0,0.00,26.900,161.60,1452,p,,1301
C3,30,c,"0.5",0,0.00,18.800,112.60,574,p,,1301
C3,30,c,"0.75",0,0.00,20.400,122.40,687,p,,1301
C3,30,c,"1",0,0.00,22.400,134.60,955,p,,1301
C3,30,c,"1.5",0,0.00,24.400,146.30,1149,p,,1301
C3,30,c,"2.5",0,0.00,27.600,165.90,1541,p,,1301
C3,33,c,"0.5",0,0.00,19.700,118.10,626,p,,1301
C3,33,c,"0.75",0,0.00,21.800,131.00,891,p,,1301
C3,33,c,"1",0,0.00,23.400,140.10,1012,p,,1301
C3,33,c,"1.5",0,0.00,25.300,151.80,1232,p,,1301
C3,33,c,"2.5",0,0.00,28.800,172.60,1654,p,,1301
C3,37,c,"0.5",0,0.00,20.300,121.80,666,p,,1301
C3,37,c,"0.75",0,0.00,22.600,135.90,952,p,,1301
C3,37,c,"1",0,0.00,24.000,143.80,1081,p,,1301
C3,37,c,"1.5",0,0.00,26.200,157.30,1329,p,,1301
C3,37,c,"2.5",0,0.00,29.800,178.70,1801,p,,1301
C3,40,c,"0.5",0,0.00,21.800,131.00,865,p,,1301
C3,40,c,"0.75",0,0.00,23.600,141.40,1014,p,,1301
C3,40,c,"1",0,0.00,24.700,148.10,1142,p,,1301
C3,40,c,"1.5",0,0.00,26.900,161.60,1404,p,,1301
C3,40,c,"2.5",0,0.00,31.000,186.00,1920,p,,1301
C3,52,c,"0.5",0,0.00,23.600,141.40,1002,p,,1301
C3,52,c,"0.75",0,0.00,25.200,151.20,1172,p,,1301
C3,52,c,"1",0,0.00,26.600,159.70,1347,p,,1301
C3,52,c,"1.5",0,0.00,29.200,175.00,1665,p,,1301
C3,52,c,"2.5",0,0.00,33.600,201.30,2315,p,,1301
C3,61,c,"0.5",0,0.00,24.900,149.30,1105,p,,1301
C3,61,c,"0.75",0,0.00,26.900,161.60,1327,p,,1301
C3,61,c,"1",0,0.00,28.600,171.40,1515,p,,1301
C3,61,c,"1.5",0,0.00,31.300,187.90,1886,p,,1301
C3,67,c,"0.5",0,0.00,26.200,157.30,1205,p,,1301
C3,67,c,"0.75",0,0.00,28.200,168.90,1422,p,,1301
C3,67,c,"1",0,0.00,29.800,178.70,1633,p,,1301
C3,67,c,"1.5",0,0.00,32.600,195.80,2033,p,,1301
C3,80,c,"0.5",0,0.00,27.600,165.90,1333,p,,1301
C3,80,c,"0.75",0,0.00,29.900,179.30,1602,p,,1301
C3,80,c,"1",0,0.00,31.600,189.70,1845,p,,1301
C3,80,c,"1.5",0,0.00,34.800,208.70,2303,p,,1301
C3,100,c,"0.5",0,0.00,30.200,181.20,1570,p,,1301
C3,100,c,"0.75",0,0.00,32.600,195.80,1888,p,,1301
C3,100,c,"1",0,0.00,34.700,208.10,2179,p,,1301
C3,100,c,"1.5",0,0.00,38.200,229.50,2765,p,,1301
C4,2,c,"0.5",0,0.00,5.400,16.20,30,p,,1301
C4,2,c,"0.75",0,0.00,6.000,18.10,38,p,,1301
C4,2,c,"1",0,0.00,6.300,19.00,43,p,,1301
C4,2,c,"1.5",0,0.00,6.800,20.50,53,p,,1301
C4,2,c,"2.5",0,0.00,7.800,23.30,74,p,,1301
C4,2,c,"4",0,0.00,9.000,26.90,108,p,,1301
C4,3,c,"0.5",0,0.00,5.700,17.10,37,p,,1301
C4,3,c,"0.75",0,0.00,6.300,19.00,47,p,,1301
C4,3,c,"1",0,0.00,6.600,19.90,54,p,,1301
C4,3,c,"1.5",0,0.00,7.100,21.40,68,p,,1301
C4,3,c,"2.5",0,0.00,8.200,24.50,99,p,,1301
C4,3,c,"4",0,0.00,9.500,28.50,145,p,,1301
C4,4,c,"0.5",0,0.00,6.300,19.00,47,p,,1301
C4,4,c,"0.75",0,0.00,6.700,20.20,57,p,,1301
C4,4,c,"1",0,0.00,7.100,21.40,66,p,,1301
C4,4,c,"1.5",0,0.00,7.800,23.30,86,p,,1301
C4,4,c,"2.5",0,0.00,9.100,27.20,129,p,,1301
C4,4,c,"4",0,0.00,10.300,30.90,185,p,,1301
C4,5,c,"0.5",0,0.00,6.800,20.50,55,p,,1301
C4,5,c,"0.75",0,0.00,7.300,22.00,67,p,,1301
C4,5,c,"1",0,0.00,7.800,23.30,80,p,,1301
C4,5,c,"1.5",0,0.00,8.700,26.00,107,p,,1301
C4,5,c,"2.5",0,0.00,9.900,29.70,155,p,,1301
C4,5,c,"4",0,0.00,11.500,34.60,230,p,,1301
C4,6,c,"0.5",0,0.00,7.400,22.30,63,p,,1301
C4,6,c,"0.75",0,0.00,8.000,23.90,78,p,,1301
C4,6,c,"1",0,0.00,8.400,25.10,92,p,,1301
C4,6,c,"1.5",0,0.00,9.400,28.20,124,p,,1301
C4,6,c,"2.5",0,0.00,10.800,32.40,183,p,,1301
C4,6,c,"4",0,0.00,12.500,37.60,270,p,,1301
C4,7,c,"0.5",0,0.00,7.400,22.30,69,p,,1301
C4,7,c,"0.75",0,0.00,8.000,23.90,86,p,,1301
C4,7,c,"1",0,0.00,8.400,25.10,102,p,,1301
C4,7,c,"1.5",0,0.00,9.400,28.20,139,p,,1301
C4,7,c,"2.5",0,0.00,10.800,32.40,205,p,,1301
C4,7,c,"4",0,0.00,12.500,37.60,305,p,,1301
C4,10,c,"0.5",0,0.00,9.300,27.80,98,p,,1301
C4,10,c,"0.75",0,0.00,10.000,30.00,122,p,,1301
C4,10,c,"1",0,0.00,10.600,31.80,146,p,,1301
C4,10,c,"1.5",0,0.00,11.800,35.50,197,p,,1301
C4,10,c,"2.5",0,0.00,13.700,41.00,293,p,,1301
C4,10,c,"4",0,0.00,15.900,47.70,436,p,,1301
C4,12,c,"0.5",0,0.00,9.700,29.10,112,p,,1301
C4,12,c,"0.75",0,0.00,10.400,31.20,141,p,,1301
C4,12,c,"1",0,0.00,11.000,33.00,168,p,,1301
C4,12,c,"1.5",0,0.00,12.300,37.00,227,p,,1301
C4,12,c,"2.5",0,0.00,14.400,43.10,348,p,,1301
C4,12,c,"4",0,0.00,16.500,49.60,510,p,,1301
C4,14,c,"0.5",0,0.00,10.100,30.30,126,p,,1301
C4,14,c,"0.75",0,0.00,10.900,32.70,159,p,,1301
C4,14,c,"1",0,0.00,11.700,35.20,196,p,,1301
C4,14,c,"1.5",0,0.00,13.000,38.90,259,p,,1301
C4,14,c,"2.5",0,0.00,15.100,45.30,397,p,,1301
C4,14,c,"4",0,0.00,17.600,52.90,593,p,,1301
C4,16,c,"0.5",0,0.00,10.600,31.80,141,p,,1301
C4,16,c,"0.75",0,0.00,11.600,34.90,183,p,,1301
C4,16,c,"1",0,0.00,12.400,37.30,219,p,,1301
C4,16,c,"1.5",0,0.00,13.700,41.00,292,p,,1301
C4,16,c,"2.5",0,0.00,16.000,48.00,448,p,,1301
C4,16,c,"4",0,0.00,18.700,56.00,670,p,,1301
C4,19,c,"0.5",0,0.00,11.100,33.40,161,p,,1301
C4,19,c,"0.75",0,0.00,12.200,36.70,210,p,,1301
C4,19,c,"1",0,0.00,13.100,39.20,253,p,,1301
C4,19,c,"1.5",0,0.00,14.600,43.80,344,p,,1301
C4,19,c,"2.5",0,0.00,17.000,51.10,528,p,,1301
C4,19,c,"4",0,0.00,19.800,59.40,791,p,,1301
C4,21,c,"0.5",0,0.00,11.900,35.80,181,p,,1301
C4,21,c,"0.75",0,0.00,13.000,38.90,230,p,,1301
C4,21,c,"1",0,0.00,13.800,41.30,277,p,,1301
C4,21,c,"1.5",0,0.00,15.400,46.20,377,p,,1301
C4,21,c,"2.5",0,0.00,18.100,54.20,580,p,,1301
C4,27,c,"0.5",0,0.00,13.400,40.10,224,p,,1301
C4,27,c,"0.75",0,0.00,14.700,44.10,293,p,,1301
C4,27,c,"1",0,0.00,15.700,47.10,354,p,,1301
C4,27,c,"1.5",0,0.00,17.400,52.30,480,p,,1301
C4,27,c,"2.5",0,0.00,20.500,61.50,741,p,,1301
C4,30,c,"0.5",0,0.00,13.900,41.60,245,p,,1301
C4,30,c,"0.75",0,0.00,15.200,45.60,319,p,,1301
C4,30,c,"1",0,0.00,16.200,48.70,388,p,,1301
C4,30,c,"1.5",0,0.00,18.100,54.20,527,p,,1301
C4,30,c,"2.5",0,0.00,21.200,63.60,814,p,,1301
C4,33,c,"0.5",0,0.00,14.600,43.80,271,p,,1301
C4,33,c,"0.75",0,0.00,15.800,47.40,348,p,,1301
C4,33,c,"1",0,0.00,17.000,51.10,428,p,,1301
C4,33,c,"1.5",0,0.00,18.800,56.30,574,p,,1301
C4,33,c,"2.5",0,0.00,22.000,66.10,888,p,,1301
C4,37,c,"0.5",0,0.00,15.100,45.30,299,p,,1301
